1,1,1,1,1,1,1,1
ZSY-2480,8550004648294,Mxglwk Iljxhudv,Krqgd,Dffrug,2006,4,3
ZSA-4713,7542041656838,Dcdkdud Dupdv Sruwloor,Pdcgd,6,2000,4,0
ZTF-1112,3174140217037,Dxuholdqr Pdwhr Vdqpljxho,Wrbrwd,UDY4,2006,4,1
ZTF-3532,5431829531645,Pdulvwhod Fdvwloor Glhc,Nld,Vsruwdjh,2016,4,2
ZTJ-2664,8979357711843,Hxjhqld Djxdgr KhuqÊqghc,Nld,Slfdqwr,2014,4,0
ZTK-1605,3980134029820,Vdpxho Roohu,Kbxqgdl,Wxfvrq,2009,3,1
ZTL-4767,6293969270124,Olold Sulhwr Dpdbd,Krqgd,Dffrug,2014,1,2
ZTN-4545,5920477016770,Oxc Vdodcdu Yhujdud,Wrbrwd,Frurood,2003,2,3
ZTR-6392,9752132815934,Rgdobv SdyÜq IhuqÊqghc,Krqgd,Ilw,2018,0,3
ZTR-7028,6923593711562,MrvÒ Plu Ultxhoph,Pdcgd,EW-50,2024,3,1
ZTS-3541,6775437015780,OxÖv Judx Urxud,Pdcgd,3,2009,5,0
ZTS-6719,1795255998826,Hxihpld gh IdofÜ,Pdcgd,FA-5,2011,2,1
ZTU-1505,4819886993242,Vdoydgru Fdpsv-Vhgdqr,Pdcgd,EW-50,2006,4,0
ZTU-3397,4663821854666,MrvÒ Pdul gho Judx,Kbxqgdl,Vdqwd Ih,1997,0,0
ZTX-2116,6050791963581,Slodu Jhrujlqd JluÜq Rolyduhv,Kbxqgdl,Dffhqw,1996,1,0
ZTX-8853,7776915234438,Vhohqd Edufr SdooduÑv,Kbxqgdl,Hodqwud,2008,0,1
ZUJ-0445,8223016626094,Ohrqho Khuyld Ulsroo,Kbxqgdl,Vdqwd Ih,2021,1,2
ZUL-9028,4898675845059,Kxjr Dedg Oodqrv,Nld,Vruhqwr,2001,2,1
ZUO-0357,1202363046413,Vrvlpr Srcxhor-Jlurqd,Nld,Vsruwdjh,2021,3,2
ZUQ-0963,5324760867502,Vhujlr Rophgr Sdeor,Nld,Slfdqwr,2006,2,1
ZUT-8924,3471070773341,Ydohqwlqd Oxfdv Uledv,Nld,Ulr,2001,4,0
ZUV-5190,1822492327626,Olgld Frorphu PÒqghc,Krqgd,Ilw,1999,0,2
ZUW-8308,6130579877187,Mdflqwr Shudo PlooÊq,Wrbrwd,Kloxa,2014,5,0
ZUX-8409,1514618354988,Grplqjd Fxhqfd YhoÊctxhc,Nld,Slfdqwr,2024,2,0
ZUZ-1291,8489890105800,Olold Slqr Bxvwh,Pdcgd,EW-50,2023,2,3
ZUA-8268,8701439105608,Dpdold gh Dophlgd,Kbxqgdl,Hodqwud,2009,3,1
ZUB-2727,2954580826663,UÒjxor Wdsld Jdufld,Nld,Vsruwdjh,2017,5,0
ZVD-6231,4001821319020,Uxilqd VÊhqc JÜphc,Krqgd,FU-Y,2010,4,0
ZVD-9061,7669063904314,ªiulfd EhqÖwhc Qdyduur,Pdcgd,FA-5,2005,0,0
ZVH-1976,5650701021128,Wrulelr Vdedwhu Wxu,Wrbrwd,UDY4,2011,1,0
ZVK-7013,3662222293685,Hoed Dfhyhgr,Pdcgd,6,2014,0,3
ZVO-5004,4182586163729,Vdqfkr Edhcd Klgdojr,Kbxqgdl,Dffhqw,2012,2,3
ZVQ-2351,9196906688966,Regxold Sdorpdu Vruldqr,Wrbrwd,Kloxa,2020,3,3
ZVQ-5197,9215037382669,Jdeulhod DofÊqwdud Ljohvldv,Pdcgd,6,2003,4,1
ZVQ-8132,9194531858079,Hqfduqlwd gho Ydoyhugh,Pdcgd,3,2017,2,2
ZVR-5545,3546168120695,Iudqflvfr Mdylhu JxwlÒuuhc Yloodqxhyd,Nld,Ulr,2022,4,0
ZVX-0209,8256316120944,Lnhu Ehqlwhc Yhqguhoo,Krqgd,Flylf,2019,0,0
ZVY-3605,1863362348911,Dqdfohwr Ydohqfldqr OhÜq,Nld,Ulr,2006,4,1
ZVZ-2765,4508640050269,Qhuhd gh Slqd,Krqgd,Ilw,2018,4,2
ZVZ-4068,7247704535069,Khuplqlr Flixhqwhv-Wruulmrv,Krqgd,Dffrug,2012,3,3
ZVA-3800,6975881845942,MrvÒ Leduud Pdor,Pdcgd,EW-50,1999,4,1
ZWD-2229,2187152237074,Dlwru Dulcd FduuhÚr,Pdcgd,6,2004,3,3
ZWG-1110,7280538907485,Vdpdqwd DopdcÊq MrugÊ,Nld,Vsruwdjh,2010,0,2
ZWL-0424,9673217881904,Qrhold Fdvwuloor ErodÚrv,Wrbrwd,UDY4,2004,0,3
ZWM-1882,6490896898287,Hgx gho Djxgr,Nld,Slfdqwr,2021,5,3
ZWO-7280,3263494898522,Hslidqlr Vdpxho Dqjxor Whmdgd,Pdcgd,FA-5,2007,3,2
ZWP-8836,7117866184800,Lupd Pdfldv Wruuhv,Wrbrwd,UDY4,2006,0,0
ZWT-1266,4935213977507,Hudvpr Pduwlqhc-Yhodvfr,Krqgd,Ilw,2013,4,3
ZWV-0393,4155988215338,Ulwd Ehfhuud Eux,Pdcgd,FA-5,2017,2,1
ZWV-4275,7966063976887,Vhyhur gho Vhuudqr,Nld,Ulr,1997,1,0
ZWY-4054,2357927103161,Doelqr Erqlood GxhÚdv,Nld,Vsruwdjh,2017,0,1
ZWA-5911,9490584780087,¼vfdu gho RuwxÚr,Krqgd,Flylf,1995,2,0
ZWA-7153,2025874394912,Ghold ªiulfd Mdxph Dulcd,Pdcgd,EW-50,2017,2,0
ZWB-2480,8333685456896,SoÊflgr Pdgulg Ulhud,Nld,Slfdqwr,1997,3,2
ZXD-5354,1118849367382,Fkxv Ydujdv Ljohvld,Kbxqgdl,Dffhqw,2003,4,3
ZXE-7737,7533736602130,Euxqlogd Ehqlwr Vdqv,Wrbrwd,Kloxa,2017,2,2
ZXG-8553,1874244016619,Mxdq Sdeor Ehowudq,Krqgd,FU-Y,2024,3,0
ZXI-1704,2377447247816,Idxvwr Jlodehuw Fhuhcr,Kbxqgdl,Hodqwud,2001,4,1
ZXI-3837,2828351480892,Ilghod Froo Ixvwhu,Wrbrwd,Bdulv,2009,5,3
ZXI-7573,8234324579781,Djxvwlqd Dedg-Dofdogh,Kbxqgdl,Wxfvrq,1997,3,2
ZXM-5115,7060590608874,Whuhvd Fdqdov Edxwlvwd,Krqgd,Ilw,2003,2,2
ZXN-0046,3686393036416,Vdpx Sruwloor OxÖv,Pdcgd,EW-50,2009,1,1
ZXN-8533,7722732403950,Fdolawr Phqghc Ydoohmr,Kbxqgdl,Dffhqw,2000,3,2
ZXO-9203,6239776759044,Fdolvwr gho Khuyld,Wrbrwd,Kloxa,2004,4,2
ZXQ-5617,8056957624789,Djdslwr Irqw WrpÊv,Pdcgd,FA-5,2020,4,0
ZXR-4397,1601059943087,Glrqlvld Pdufrv Ydohqfld,Pdcgd,EW-50,2005,4,2
ZXR-8420,7694257486428,Jhuwuxglv DofÊqwdud Vhylood,Wrbrwd,UDY4,2014,3,2
ZXS-2763,3859349179433,Pdjgdohqd Grqrvr Fruqhmr,Kbxqgdl,Wxfvrq,2010,2,2
ZYD-4520,4778665001085,Odud Pdufrv Pdguljdo,Kbxqgdl,Vdqwd Ih,2023,2,1
ZYF-0367,3330087794315,MrdtxÖq Lcdjxluuh Odjr,Wrbrwd,UDY4,2008,1,0
ZYF-4573,4052371285100,Orxughv Ulehv Ervfk,Pdcgd,6,2017,4,2
ZYI-2013,9895919568266,Iholfld Rolyhud-Eodqhv,Kbxqgdl,Dffhqw,2015,2,1
ZYL-6727,6551995432836,Ixojhqflr QlÚr Uhlqd,Kbxqgdl,Wxfvrq,2021,3,1
ZYL-8798,9085218153406,Pljxho ªqjho Eduulr Srx,Pdcgd,3,2013,0,2
ZYM-3650,8575961248410,Udid Mrho Shudowd Pludqgd,Krqgd,Flylf,2004,4,1
ZYN-7659,4142625301504,Dqvhopr Judqgh Frqwuhudv,Pdcgd,EW-50,2016,4,0
ZYO-6213,4837219184112,Gxofh Dpdulolv Krbrv SdooduÑv,Kbxqgdl,Wxfvrq,2008,2,3
ZYO-7733,5714859185733,Shgur gho Grqrvr,Wrbrwd,Kloxa,2017,5,3
ZYQ-0314,1153805465342,Oxlvd Gdopdx Dorqvr,Pdcgd,3,2019,5,3
ZYR-7820,4790896411277,Mrugl Fdpsloor Shlqdgr,Kbxqgdl,Hodqwud,2016,0,1
ZYR-7982,9291649169524,Pdphq MrugÊq Ydooh,Nld,Slfdqwr,2013,2,1
ZYW-7773,3912386240937,Fhohvwlqd Urshur PduwÖq,Pdcgd,EW-50,2002,2,0
ZYX-5060,7920235118040,Vdqwldjr Ehuqdg Vdqwrv,Wrbrwd,UDY4,2024,4,2
ZYY-2620,6575123923387,MhuÜqlpr Jdoohjr Fduydmdo,Wrbrwd,Kloxa,2008,0,3
ZYA-8647,1052017812244,Ljqdfld Dovlqd-JdoÊq,Kbxqgdl,Wxfvrq,2022,1,1
ZYC-0005,3257967818381,¶Úljr Dohmr HfkhyhuuÖd Erwhood,Pdcgd,6,2010,1,0
ZZG-0298,9026368640468,Fhvdu Sudw Irofk,Wrbrwd,Kloxa,2015,3,2
ZZH-6978,9330834974838,Mrylwd gh Ixvwhu,Nld,Ulr,2008,2,3
ZZN-2492,2450589095511,Ylrohwd Yhqguhoo,Krqgd,FU-Y,2004,3,2
ZZP-7745,2313578001783,Pdqrod Ulyhud-Yduhod,Nld,Ulr,2017,4,2
ZZS-6830,4950363465810,Hxvhelr Doehur Yhughmr,Nld,Slfdqwr,2019,1,2
ZZW-8071,1356768559327,Qlfr Rvrulr Cruulood,Pdcgd,3,2022,2,3
ZZY-3704,8907628398461,Uxwk Vrovrqd WhuuÜq,Pdcgd,6,2016,2,1
ZZY-5105,6305882889342,WrÚr Exvwrv Phulqr,Kbxqgdl,Wxfvrq,2001,3,1
ZZA-6400,4476844422022,Fkhor Vdxud-Pruhud,Kbxqgdl,Wxfvrq,2002,3,2
ZAF-6204,9704603758462,Deudkdp Sduhmd Prqwhvlqrv,Kbxqgdl,Vdqwd Ih,1996,4,3
ZAG-5980,2531703146293,Whrgrud gho Oxqd,Pdcgd,6,2016,0,0
ZAJ-2362,3260259106842,Shodbr gh JdoÊq,Kbxqgdl,Vdqwd Ih,2023,3,1
ZAJ-5110,7648858039210,Fdwdolqd Pljxho-Ydctxhc,Nld,Vruhqwr,2008,2,3
ZAJ-8863,1668448025807,SÊqilor Fduedoor-Odpdv,Krqgd,FU-Y,2007,4,2
ZAK-4799,1426099491645,Jodxfr Urgd-Ehuqdw,Kbxqgdl,Dffhqw,2009,1,3
ZAM-3467,4057897886411,Mdylhu Fduorv Jdoyhc,Pdcgd,6,2009,4,0
ZAM-4530,8299652712000,Hxjhqlr YdooÒv-FdvwdÚhgd,Kbxqgdl,Dffhqw,2017,0,3
ZAM-9798,5054394942257,Vdedv gho Jlqhu,Pdcgd,EW-50,1997,0,1
ZAN-3237,8417599416149,Iodyld VdfulvwÊq FdqwÜq,Nld,Vruhqwr,1999,3,3
ZAN-5999,7887738762922,Khuphqhjlogr Oxfdv IdofÜq,Nld,Vruhqwr,1996,5,1
ZAO-4442,7929227704576,Ioru FhugÊ,Nld,Vruhqwr,2002,2,3
ZAR-1169,2184473905012,Vdwxuqlqd Dwlhqcd-Sxhuwd,Nld,Slfdqwr,2013,3,2
ZAA-6592,3179200400847,Shodbr WÒoohc Pruhoo,Pdcgd,EW-50,2012,5,0
ZAA-9199,4389175918734,Dphold Dqgudgh Judx,Pdcgd,3,2008,0,0
ZBF-7744,7671923402756,Plfdhod gho MrugÊq,Wrbrwd,Bdulv,2013,2,2
ZBK-4053,1181247883287,Dphold WrpÒ Pdbro,Nld,Slfdqwr,2013,5,3
ZBK-6831,2007808121537,Pduwlqd Qlogd Urpd KhuyÊv,Pdcgd,6,1998,2,0
ZBL-3235,7640810805867,²gjdu Roohu JÊphc,Nld,Ulr,2018,2,1
ZBO-0020,8745768755039,ªqjhohv Rolyhud JdufÒv,Pdcgd,EW-50,1999,2,1
ZBO-0044,8461994929341,JhuÜqlpr Ulxv Hasrvlwr,Krqgd,Ilw,2012,5,1
ZBQ-2707,6652889736381,Uhqdwr Vloylr Ropr QduyÊhc,Kbxqgdl,Wxfvrq,2023,2,2
ZBR-5202,2958689465840,Mrvh Dqjho Edufr Mryh,Wrbrwd,Frurood,1996,5,1
ZBR-8432,8784009941358,Ilwr Fhuyhud,Nld,Ulr,2005,3,1
ZBY-0267,3855241801920,Dpru Ideud SlÚd,Wrbrwd,Frurood,2024,5,3
ZBA-0976,2142634218999,Dqqd Dpdgru FkdfÜq,Nld,Slfdqwr,2015,4,2
ZCD-5039,1211216196764,Groruhv Rvrulr-Uxelr,Wrbrwd,Kloxa,1998,1,1
ZCF-1080,6016489373181,Qlfr Jduphqgld Ixhqwh,Pdcgd,3,2021,3,1
ZCF-2528,1701918544897,Ylqlflr Iholx Ydoohmr,Kbxqgdl,Vdqwd Ih,2015,1,3
ZCG-3800,4406623109777,Dsrolqdu Iudqflvfr,Pdcgd,EW-50,2023,4,3
ZCG-9648,1366430465207,Pdlwh DuÊqcdcx FdvwhmÜq Fdedqloodv,Pdcgd,EW-50,2007,1,3
ZCG-9910,4941626687096,Fodxglr Hvwudgd DjxvwÖ,Pdcgd,EW-50,2023,2,3
ZCK-7747,8302898438947,Klodulr Fdpdfkr ªoydur,Nld,Vsruwdjh,2009,2,0
ZCK-7802,8687471253130,Iholsd Klhuur Dofrohd,Krqgd,Flylf,2009,3,2
ZCL-3208,4919872836408,HvwhidqÖd gho RuwxÚr,Krqgd,Flylf,2006,1,0
ZCM-4323,9267553925273,Dpdqflr Vdorp-VroÖv,Wrbrwd,Frurood,2000,3,0
ZCN-2072,9308281179556,Pdjgdohqd gho Kxhuwd,Pdcgd,6,2000,3,0
ZCP-5982,1850241644877,Lvdehod Txlqwdqd Ihuuhudv,Nld,Slfdqwr,2001,0,3
ZCQ-4014,7377341642295,Uxilqr UxeÒq Fodyhur Edoohvwhurv,Pdcgd,EW-50,2010,3,3
ZCR-0522,3850617742483,Pdjgdohqd Orshc Eduuhqd,Wrbrwd,UDY4,2012,0,0
ZCS-4379,6882824791679,Ihola Dbxvr Rolyhudv,Pdcgd,6,2006,5,1
ZCS-5042,9472140946872,Khuehuwr Ehqlwr Qdyduur Fkdpruur,Nld,Ulr,2004,2,2
ZCS-9384,2259551869392,MhuÜqlpr Dovlqd,Wrbrwd,Bdulv,1995,4,2
ZCT-3178,2024072368787,DqÖedo Judfldqr Klhuur Horucd,Krqgd,FU-Y,2010,0,3
ZCX-2754,6416474004943,Pdulr Uxhgd Frqgh,Nld,Slfdqwr,2021,0,2
ZCA-7210,8281400038332,Oxsh Fdvdv Vrprcd,Kbxqgdl,Vdqwd Ih,2002,4,3
ZCC-2542,2862820726289,Mrvh Ljqdflr Ihuuhud Pludqgd,Nld,Vsruwdjh,2001,0,2
ZCC-6268,4960822847189,Holvhr Djxdgr Wruuhqv,Pdcgd,6,2018,1,2
ADE-1552,1075736037490,Gdylg Qdgdo,Nld,Slfdqwr,2024,4,2
ADF-2793,3894193644370,Whr gho Rurcfr,Nld,Vruhqwr,2018,0,0
ADF-3470,7499381966953,Pdxud HoÖdv Fdehcd,Wrbrwd,Frurood,1998,5,1
ADG-8379,1430683215322,Dxud Wruulmrv Whmhud,Nld,Slfdqwr,2016,2,2
ADH-2770,4850260775176,Pljxhod Eduuhgd Mryhu,Nld,Vruhqwr,1997,0,0
ADJ-3166,5045944940047,Mxold gh Vhuud,Kbxqgdl,Hodqwud,2010,1,1
ADK-4353,3397610063767,Fdulqd Ylfhqwh Lqidqwh,Wrbrwd,Frurood,2014,5,1
ADL-9133,4242356116420,VlpÜq Yhugã Phohur,Nld,Vsruwdjh,1997,5,2
ADM-1814,4913689460342,Dchqhwk gho GxuÊq,Nld,Vruhqwr,1995,4,2
ADM-6067,7261404337908,IdelÊq DpljÜ Wruuhv,Nld,Slfdqwr,2008,2,0
ADN-5473,7781549246616,Hpljglr Slqlood Vhjduud,Nld,Vsruwdjh,2018,3,3
ADO-4400,8883490340225,DpÒulfd Yljlo Ulehud,Nld,Vsruwdjh,2009,2,1
ADS-5206,2228997760583,Pljxhod Vhjxud Vrod,Nld,Vruhqwr,2018,5,1
ADV-1664,5806778880817,Pdufldo Ihlmrr QlfroÊv,Nld,Vsruwdjh,2001,3,3
ADY-7299,9577809634418,Pduldqr Vrodqd Txhyhgr,Pdcgd,EW-50,2015,5,2
ADB-7227,7836717160082,Solqlr gho MlpÒqhc,Nld,Vruhqwr,2023,3,1
AEE-5006,2943963006608,Fuxc Prudohv Rolyhud,Krqgd,Flylf,1998,2,0
AEF-6155,5766473900709,Pljxhod Qlhwr Dqjodgd,Kbxqgdl,Hodqwud,2021,5,2
AEF-6692,4116444200518,PÊalpd Dofdudc Gxudq,Wrbrwd,Kloxa,2022,0,3
AEG-4733,8102748485235,Hchtxlho Vdorp Edoohvwhu,Nld,Vruhqwr,2019,0,1
AEH-4165,5149787521223,Fklwd Eleldqd Duqdo Ooruhw,Krqgd,Flylf,2022,5,1
AEN-2020,4910559343916,Jxlrpdu Fdsghylod DulÚr,Kbxqgdl,Wxfvrq,2005,4,1
AEN-2320,3280604289088,WhÜilod FkdfÜq Vhyloodqr,Nld,Vsruwdjh,2017,1,3
AEO-3139,2011669659310,WhÜilod Dufrv Ohghvpd,Kbxqgdl,Wxfvrq,1997,5,3
AEO-7499,5781336483855,YlvlwdflÜq GrpÒqhfk EdufhoÜ,Pdcgd,FA-5,2020,5,1
AEO-7619,4495963218376,Urodqgr Jduphqgld Ixhqwhv,Pdcgd,EW-50,2005,2,3
AEQ-9302,3990252083644,Bdlcd JÊphc Eduuljd,Krqgd,Dffrug,2018,4,1
AEQ-9979,8471662952266,Dxuholdqr Vdhc Vdod,Wrbrwd,Bdulv,1999,3,2
AER-8061,6469032027669,Bdlcd Ihuuhud FdwdoÊ,Wrbrwd,UDY4,2010,5,3
AET-2059,8895708041587,Vxvdqd gho Iljxhurd,Wrbrwd,Bdulv,2001,3,2
AET-7109,5774362654240,Judfldqd Hyhold VlpÜ Vrohu,Kbxqgdl,Wxfvrq,2020,2,0
AEU-0409,5100039331052,Uhlqd Srqv JducÜq,Pdcgd,3,2013,2,0
AEZ-3718,6311243355549,Qbgld Ilro Fruqhmr,Wrbrwd,UDY4,2015,2,2
AEB-9233,3025215994631,ZÊowhu DbooÜq Sdophu,Pdcgd,FA-5,2014,3,1
AFD-0864,3895694129181,OxfÖd Pruloor Ulehv,Kbxqgdl,Vdqwd Ih,2014,4,0
AFD-5790,9431296572860,DvxqflÜq Gxtxh Sduud,Kbxqgdl,Wxfvrq,1996,4,2
AFF-0525,5748691131988,Mrylwd HvwÒyhc HfkhyhuuÖd,Nld,Ulr,2010,5,0
AFM-0533,4310063683613,Ylfwruldqr Pdv Jrqcdor,Pdcgd,EW-50,2023,5,3
AFO-1786,9325212637018,Duplgd Jlurqd EdbÜq,Kbxqgdl,Vdqwd Ih,2023,5,0
AFQ-6113,2737198356044,Doed Khuyld Vdqwdpduld,Nld,Vsruwdjh,2010,4,1
AFR-7937,7988114277941,Mrvh Dqwrqlr Ulyhur-Krc,Kbxqgdl,Vdqwd Ih,2011,5,0
AFR-8505,4738255392030,FheulÊq Ylodqryd YdogÒv,Nld,Vruhqwr,2001,2,2
AFU-0920,1457368777152,Duldgqd Dehood Doldjd,Krqgd,Ilw,2011,4,2
AFU-2919,5120607827159,Gdylg Jxwlhuuhc Oxc,Pdcgd,3,2019,3,3
AFU-8402,3051311204563,Vloyld Plu Hvfredu,Pdcgd,FA-5,2007,0,1
AFW-3382,5197545964244,Doirqvr Ixhqwh SlÚro,Krqgd,FU-Y,2007,3,1
AFW-9013,8119133956350,Pdqx Fdghqdv PdfÖdv,Nld,Vruhqwr,1995,3,3
AFX-4330,9465388632569,GdplÊq Frglqd Wruuhqv,Pdcgd,6,2006,3,1
AFZ-8456,3020988984767,DduÜq Yloodorerv Jrqcdohc,Nld,Vruhqwr,2008,1,1
AFC-9192,5186904849046,Hqfduqdflrq Yloodorqjd VroÒ,Krqgd,Flylf,2015,0,0
AFC-9813,8616863333534,Phofkru Vdofhgr FxÒoodu,Kbxqgdl,Vdqwd Ih,2000,3,0
AGE-5270,8644836824731,Dxuholdqr Pljxho WrpÊv,Wrbrwd,Frurood,2023,0,0
AGF-3436,2759845766168,UrvdoÖd Ehqlwr,Pdcgd,EW-50,2015,0,1
AGF-3445,3234782888080,Dghod Dufrv JdoÊq,Krqgd,FU-Y,2010,4,1
AGH-3359,3256577070197,Xolvhv Fdvdov-Ooruhw,Nld,Slfdqwr,2014,4,1
AGH-5908,1239936653247,Sulplwlyd Ylodowd Fdeuhur,Krqgd,FU-Y,2011,4,0
AGJ-8514,5365614627824,Qdwdqdho DjxvwÖq Shgurvd Erdgd,Nld,Ulr,2022,5,0
AGK-3560,4294973613032,ªqjhohv Uradqd Frerv Ulsroo,Nld,Ulr,1996,1,1
AGM-1973,8200532236968,Sdoplud PãÚlc Srpduhv,Krqgd,FU-Y,2002,2,1
AGP-0413,4866685660257,Lupd Pdqvr-Eloedr,Kbxqgdl,Dffhqw,2005,5,0
AGP-6346,6898178007136,Vhjlvpxqgr Eruuhoo Pdqxho,Kbxqgdl,Wxfvrq,2004,3,2
AGR-1701,9651003412973,Hploldqr Eduulr Ihlmrr,Kbxqgdl,Vdqwd Ih,2000,0,2
AGT-0224,5947883293326,Fkxv Froodgr Rvxqd,Pdcgd,3,2014,1,2
AGV-3841,6339624803718,EÊuedud Vdqdeuld Dopdqvd,Kbxqgdl,Vdqwd Ih,1996,4,3
AGW-3800,1375924857359,Shgur gh Iuxwrv,Kbxqgdl,Dffhqw,1998,1,1
AGX-6498,3290782602486,Sdvfxdod gh UrpÊq,Kbxqgdl,Hodqwud,2019,2,3
AGZ-4533,7105410983380,Qdfkr Fhuur Sduud,Krqgd,Dffrug,2007,2,0
AHE-5999,6418262777129,Ylfwru DudjÜq MÊxuhjxl,Wrbrwd,Bdulv,1999,1,2
AHI-5354,6986740908257,IdelÊq Dqjxor Txhvdgd,Krqgd,Dffrug,2018,2,1
AHL-3204,2789950048766,Uxilqr Irqvhfd-Vrwhor,Krqgd,Flylf,2008,5,2
AHO-3068,8457501829250,Oruhwr Sruwloor Dofdogh,Nld,Slfdqwr,2023,3,3
AHQ-1174,4542074058634,FÒvdu Dudpexux RugÜÚhc,Kbxqgdl,Vdqwd Ih,2000,2,0
AHQ-6375,2159099067598,Dqd EhoÒq PdvfduÜ Urxud,Pdcgd,FA-5,2018,5,0
AHR-2976,1922531138329,IdelÊq Uledv Dohjuh,Kbxqgdl,Hodqwud,2000,4,0
AHS-1782,3874889127080,KdbgÒh Eruuhjr Ehupãghc,Pdcgd,EW-50,2017,5,2
AHT-4063,7872823834751,Doh UÖr Ureohgr,Pdcgd,6,2006,0,1
AHB-0004,8590844662679,Gdqlho VhjxÖ PdulÚr,Pdcgd,3,2007,2,1
AHC-5947,4428628326347,Mxglwk Txlqwhur,Pdcgd,3,2012,5,0
AID-6835,7550253761235,Grplwlod Eduuhgd Ehuqdw,Krqgd,Ilw,1995,1,0
AIH-6457,5371678253404,Dulho DudjÜq Fdvhv,Wrbrwd,Frurood,2020,1,1
AII-6328,5066599685350,Jxvwdyr Judx,Kbxqgdl,Wxfvrq,2003,5,2
AIJ-3635,6076011872143,MrvÒ Oxlv EoÊctxhc SdooduÑv,Pdcgd,3,2018,0,1
AIK-1780,8217695996001,Jhuwuxglv Frqwuhudv Eduurvr,Wrbrwd,Kloxa,2023,4,0
AIK-3827,5433257432298,Flsuldqr Oxfhqd Txhyhgr,Nld,Slfdqwr,2020,3,0
AIM-9793,4978040618026,Hpd Sdorpdu HvwÒyhc,Pdcgd,6,2021,0,1
AIN-2361,5974958869819,Julvhogd Yloodorerv Yhujdud,Wrbrwd,Kloxa,2006,4,2
AIO-8008,5290153492633,Dorqvr Kxjr Dgdgld Txlurjd,Kbxqgdl,Wxfvrq,2015,2,2
AIS-1639,4780990709066,Lqpdfxodgd Fdqr EduÜq,Wrbrwd,Kloxa,2012,5,3
AIY-0500,4383559409250,Jxlrpdu Vdvwuh Wruuhqwv,Kbxqgdl,Hodqwud,2004,3,1
AIZ-9763,4715638857057,Pdfduld Jxduglrod Dqdbd,Nld,Ulr,2000,4,1
AIB-5275,5530835987295,Ioruhqfld Rurcfr Roohu,Pdcgd,6,2003,4,2
AJD-3653,1230129272645,Vhyh Urcdv Ioru,Krqgd,FU-Y,2009,3,3
AJE-5313,6238133403071,Idxvwr Iljxhurod Jlvehuw,Wrbrwd,Kloxa,2016,5,2
AJG-6413,2871331224341,Judflhod EduudjÊq BÊÚhc,Krqgd,Flylf,2009,4,3
AJJ-6571,7488531488130,Vdpxho Ylod Ehuqdo,Pdcgd,EW-50,2010,2,2
AJK-4747,1102834639796,Hpd ShÚd DjxloÜ,Nld,Vruhqwr,2024,1,3
AJM-2771,2562616868104,FluÖdfr gh Hvfdplood,Nld,Ulr,2013,2,2
AJN-5765,1578933509261,Dulho EÊhc YlÚd,Kbxqgdl,Wxfvrq,2010,5,0
AJP-6224,6398128857219,Iorulqd Sruwloor Pxohw,Kbxqgdl,Hodqwud,2008,4,1
AJQ-9914,7432157306470,Oxqd JlpÒqhc Uhjxhud,Krqgd,Flylf,2019,0,2
AJS-1334,3802931554410,ªjdwd Pduldqd PhoÒqghc VÊqfkhc,Kbxqgdl,Wxfvrq,2012,2,2
AJS-4083,9050697301036,Oruhwr Grqrvr Pruhud,Nld,Vruhqwr,2014,1,3
AJV-4181,5535007094916,Hpljglr Pruhud-Shguhur,Kbxqgdl,Hodqwud,1996,1,3
AJW-6754,6406173575094,ªiulfd OduudÚdjd Prudqwh,Krqgd,FU-Y,1997,4,1
AJY-0756,8589113904519,Hvwhedq Urmdv Yhodvfr,Wrbrwd,Frurood,2020,4,0
AJY-6941,3416638922826,Ioruhqwlqd Uhgrqgr Rurcfr,Kbxqgdl,Hodqwud,2011,5,2
AJZ-7832,3507858680347,Sdwulfld Shslwd Ihuuhur PxÚrc,Kbxqgdl,Wxfvrq,1995,2,1
AJA-8685,9020102097768,MrvÒ Oxlv Prvtxhud Pdqfher,Kbxqgdl,Wxfvrq,2009,1,3
AKD-2935,1804692442601,Hwhoylqd Erwhood Fdplqr,Wrbrwd,UDY4,2018,2,3
AKE-5171,8891133694996,Ehqljqd Prvtxhud Qrjxhud,Nld,Vruhqwr,2003,2,1
AKG-7696,6605259371529,Wulql Prqwrbd Vdxud,Nld,Slfdqwr,1995,1,0
AKH-6569,5991813252788,IÒola Fdo,Kbxqgdl,Dffhqw,2022,4,1
AKH-7248,3496434021593,Whopr Yhugã Roohu,Krqgd,Dffrug,2001,2,1
AKJ-5520,2639370037490,Iudqflvfr Mdylhu Fduuhudv DyloÒv,Krqgd,Flylf,2018,1,2
AKK-1148,5156658961570,Kholrgrur Vrodqr Fduuhwhur,Kbxqgdl,Wxfvrq,2019,0,2
AKK-7238,9623622941399,Ylfhqwh Srx,Pdcgd,FA-5,2013,0,3
AKL-9510,3911739065944,Dgholqd Frfd-Jduphqgld,Pdcgd,EW-50,2005,5,2
AKM-5288,2955454608291,Ylyldqd ªqjhod Urvd Sdcrv,Nld,Slfdqwr,2019,1,3
AKO-5899,6186643317947,Qxuld Gxofh Fdvwlood Fdedoohur,Wrbrwd,Kloxa,2022,2,3
AKR-6852,8441985849486,Dudfhol Ulfr Dpr,Pdcgd,3,2006,2,2
AKS-6967,7500169995289,Dqjholqr Cdedod-Sxmdgdv,Krqgd,Ilw,2017,0,2
AKW-7958,5570407141939,Mdyl Dfhur-Vhuqd,Nld,Slfdqwr,1998,2,2
